"date","name","category","value","color","logo"
"2021-01-01","FedEx","Logistics","7219","#c5b0d5",
"2021-01-01","Morgan Stanley","Financial Services","7078","#1f77b4",
"2021-01-01","John Deere","Diversified","7048","#17becf",
"2021-01-01","Hennessy","Alcohol","6666","#98df8a",
"2021-01-01","Uber","Technology","6300","#ffbb78",
"2021-01-01","Spotify","Media","6264","#17becf",
"2021-01-01","DHL","Logistics","6205","#f7b6d2",
"2021-01-01","MINI","Automotive","6133","#2ca02c",
"2021-01-01","Heineken","Alcohol","6123","#d62728",
"2021-01-01","Panasonic","Electronics","5986","#ff9896",
"2021-01-01","Huawei","Technology","5688","#dbdb8d",
"2021-01-01","Burberry","Luxury","5665","#17becf",
"2021-01-01","KFC","Restaurants","5565","#9467bd",
"2021-01-01","Kia","Automotive","5538","#98df8a",
"2021-01-01","LinkedIn","Media","5332","#98df8a",
"2021-01-01","Land Rover","Automotive","5186","#c7c7c7",
"2021-01-01","Discovery","Media","5092","#c5b0d5",
"2021-01-01","Johnson & Johnson","FMCG","4820","#7f7f7f",
"2021-01-01","Shell","Energy","4779","#9edae5",
"2021-01-01","Tiffany & Co.","Luxury","4770","#98df8a",
"2021-01-01","Prada","Luxury","4720","#bcbd22",
"2021-01-01","Harley-Davidson","Automotive","4134","#d62728",
"2020-01-01","Apple","Technology","255823","#c49c94",
"2020-01-01","Google","Technology","180878","#2ca02c",
"2020-01-01","Amazon","Technology","155719","#7f7f7f",
"2020-01-01","Microsoft","Technology","127786","#ff7f0e",
"2020-01-01","Samsung","Technology","62330","#2ca02c",
"2020-01-01","Coca-Cola","Beverages","60523","#1f77b4",
"2020-01-01","Toyota","Automotive","59239","#c5b0d5",
"2020-01-01","Mercedes-Benz","Automotive","53165","#ffbb78",
"2020-01-01","Disney","Media","49333","#7f7f7f",
"2020-01-01","McDonald's","Restaurants","47394","#bcbd22",
"2020-01-01","BMW","Automotive","41879","#2ca02c",
"2020-01-01","IBM","Business Services","37946","#2ca02c",
"2020-01-01","Intel","Technology","37322","#d62728",
"2020-01-01","Louis Vuitton","Luxury","36883","#ff9896",
"2020-01-01","Cisco","Business Services","36571","#ff9896",
"2020-01-01","Facebook","Technology","35170","#ffbb78",
"2020-01-01","Nike","Sporting Goods","34801","#17becf",
"2020-01-01","SAP","Business Services","27512","#dbdb8d",
"2020-01-01","Oracle","Business Services","26444","#f7b6d2",
"2020-01-01","Honda","Automotive","25185","#9edae5",
"2020-01-01","Chanel","Luxury","24490","#ffbb78",
"2020-01-01","American Express","Financial Services","24443","#dbdb8d",
"2020-01-01","J.P. Morgan","Financial Services","20645","#ff7f0e",
"2020-01-01","Pepsi","Beverages","20183","#c5b0d5",
"2020-01-01","GE","Diversified","19954","#8c564b",
"2020-01-01","Gucci","Luxury","19655","#d62728",
"2020-01-01","Herm?s","Luxury","19614","#ffbb78",
"2020-01-01","IKEA","Retail","19408","#9edae5",
"2020-01-01","UPS","Logistics","19384","#ff7f0e",
"2020-01-01","Accenture","Business Services","18475","#2ca02c",
"2020-01-01","Zara","Apparel","16654","#9467bd",
"2020-01-01","Budweiser","Alcohol","16419","#8c564b",
"2020-01-01","H&M","Apparel","15878","#ff9896",
"2020-01-01","Adobe","Business Services","15572","#1f77b4",
"2020-01-01","Pampers","FMCG","14972","#aec7e8",
"2020-01-01","Hyundai","Automotive","14805","#8c564b",
"2020-01-01","Ford","Automotive","14663","#e377c2",
"2020-01-01","Starbucks","Restaurants","14477","#ffbb78",
"2020-01-01","NESCAF?","Beverages","14180","#ff7f0e",
"2020-01-01","Citi","Financial Services","13925","#c49c94",
"2020-01-01","Volkswagen","Automotive","13683","#aec7e8",
"2020-01-01","Allianz","Financial Services","13481","#98df8a",
"2020-01-01","adidas","Sporting Goods","13350","#98df8a",
"2020-01-01","Audi","Automotive","13212","#c7c7c7",
"2020-01-01","Visa","Financial Services","12825","#dbdb8d",
"2020-01-01","Porsche","Automotive","12680","#f7b6d2",
"2020-01-01","AXA","Financial Services","12588","#ffbb78",
"2020-01-01","HSBC","Financial Services","12457","#aec7e8",
"2020-01-01","L'Or?al","FMCG","12097","#d62728",
"2020-01-01","Sony","Electronics","11866","#c7c7c7",
"2020-01-01","Mastercard","Financial Services","11786","#ff9896",
"2020-01-01","HP","Electronics","11369","#98df8a",
"2020-01-01","Philips","Electronics","11234","#ff7f0e",
"2020-01-01","Gillette","FMCG","11216","#f7b6d2",
"2020-01-01","eBay","Retail","11081","#c49c94",
"2020-01-01","Goldman Sachs","Financial Services","10950","#1f77b4",
"2020-01-01","Nissan","Automotive","10832","#ff9896",
"2020-01-01","Siemens","Diversified","10388","#dbdb8d",
"2020-01-01","Danone","FMCG","10312","#8c564b",
"2020-01-01","Kellogg's","FMCG","10208","#98df8a",
"2020-01-01","Nestl?","FMCG","10170","#9467bd",
"2020-01-01","Salesforce.com","Business Services","9960","#bcbd22",
"2020-01-01","Netflix","Media","9904","#7f7f7f",
"2020-01-01","Banco Santander","Financial Services","9621","#9467bd",
"2020-01-01","Dell","Electronics","9540","#7f7f7f",
"2020-01-01","Colgate","FMCG","8992","#17becf",
"2020-01-01","3M","Diversified","8967","#17becf",
"2020-01-01","Cartier","Luxury","8777","#9edae5",
"2020-01-01","PayPal","Financial Services","8733","#ff7f0e",
"2020-01-01","Canon","Electronics","8662","#ff7f0e",
"2020-01-01","Caterpillar","Diversified","8048","#e377c2",
"2020-01-01","Hewlett Packard Enterprise","Business Services","7669","#9467bd",
"2020-01-01","Morgan Stanley","Financial Services","7611","#1f77b4",
"2020-01-01","Corona","Alcohol","7353","#7f7f7f",
"2020-01-01","LEGO","FMCG","7254","#1f77b4",
"2020-01-01","Ferrari","Automotive","7241","#f7b6d2",
"2020-01-01","Jack Daniel's","Alcohol","7141","#bcbd22",
"2020-01-01","FedEx","Logistics","7108","#c5b0d5",
"2020-01-01","Dior","Luxury","6996","#8c564b",
"2020-01-01","Nintendo","Electronics","6559","#dbdb8d",
"2020-01-01","John Deere","Diversified","6439","#17becf",
"2020-01-01","Huawei","Technology","6259","#dbdb8d",
"2020-01-01","DHL","Logistics","6095","#f7b6d2",
"2020-01-01","Panasonic","Electronics","6087","#ff9896",
"2020-01-01","Uber","Technology","6000","#ffbb78",
"2020-01-01","Kia","Automotive","5967","#98df8a",
"2020-01-01","Hennessy","Alcohol","5942","#98df8a",
"2020-01-01","Spotify","Media","5878","#17becf",
"2020-01-01","Heineken","Alcohol","5869","#d62728",
"2020-01-01","MINI","Automotive","5825","#2ca02c",
"2020-01-01","KFC","Restaurants","5537","#9467bd",
"2020-01-01","Land Rover","Automotive","5511","#c7c7c7",
"2020-01-01","Burberry","Luxury","5430","#17becf",
"2020-01-01","Discovery","Media","5304","#c5b0d5",
"2020-01-01","Johnson & Johnson","FMCG","5251","#7f7f7f",
"2020-01-01","LinkedIn","Media","5078","#98df8a",
"2020-01-01","Tiffany & Co.","Luxury","5045","#98df8a",
"2020-01-01","Shell","Energy","4940","#9edae5",
"2020-01-01","Prada","Luxury","4750","#bcbd22",
"2020-01-01","Harley-Davidson","Automotive","4451","#d62728",
"2019-01-01","Apple","Technology","234241","#c49c94",
"2019-01-01","Google","Technology","167713","#2ca02c",
"2019-01-01","Amazon","Technology","125263","#7f7f7f",
"2019-01-01","Microsoft","Technology","108847","#ff7f0e",
"2019-01-01","Coca-Cola","Beverages","63365","#1f77b4",
"2019-01-01","Samsung","Technology","61098","#2ca02c",
"2019-01-01","Toyota","Automotive","56246","#c5b0d5",
"2019-01-01","Mercedes-Benz","Automotive","50832","#ffbb78",
"2019-01-01","McDonald's","Restaurants","45362","#bcbd22",
"2019-01-01","Disney","Media","44352","#7f7f7f",
"2019-01-01","BMW","Automotive","41440","#2ca02c",
"2019-01-01","IBM","Business Services","40381","#2ca02c",
"2019-01-01","Intel","Technology","40197","#d62728",
"2019-01-01","Facebook","Technology","39857","#ffbb78",
"2019-01-01","Cisco","Business Services","35559","#ff9896",
"2019-01-01","Nike","Sporting Goods","32376","#17becf",
"2019-01-01","Louis Vuitton","Luxury","32223","#ff9896",
"2019-01-01","Oracle","Business Services","26288","#f7b6d2",
"2019-01-01","GE","Diversified","25566","#8c564b",
"2019-01-01","SAP","Business Services","25092","#dbdb8d",
"2019-01-01","Honda","Automotive","24422","#9edae5",
"2019-01-01","Chanel","Luxury","22134","#ffbb78",
"2019-01-01","American Express","Financial Services","21629","#dbdb8d",
"2019-01-01","Pepsi","Beverages","20488","#c5b0d5",
"2019-01-01","J.P. Morgan","Financial Services","19044","#ff7f0e",
"2019-01-01","IKEA","Retail","18407","#9edae5",
"2019-01-01","UPS","Logistics","18072","#ff7f0e",
"2019-01-01","Herm?s","Luxury","17920","#ffbb78",
"2019-01-01","Zara","Apparel","17175","#9467bd",
"2019-01-01","H&M","Apparel","16345","#ff9896",
"2019-01-01","Accenture","Business Services","16205","#2ca02c",
"2019-01-01","Budweiser","Alcohol","16018","#8c564b",
"2019-01-01","Gucci","Luxury","15949","#d62728",
"2019-01-01","Pampers","FMCG","15773","#aec7e8",
"2019-01-01","Ford","Automotive","14325","#e377c2",
"2019-01-01","Hyundai","Automotive","14156","#8c564b",
"2019-01-01","Gillette","FMCG","13753","#f7b6d2",
"2019-01-01","NESCAF?","Beverages","13605","#ff7f0e",
"2019-01-01","Adobe","Business Services","12937","#1f77b4",
"2019-01-01","Volkswagen","Automotive","12921","#aec7e8",
"2019-01-01","Citi","Financial Services","12697","#c49c94",
"2019-01-01","Audi","Automotive","12689","#c7c7c7",
"2019-01-01","Allianz","Financial Services","12078","#98df8a",
"2019-01-01","eBay","Retail","12010","#c49c94",
"2019-01-01","adidas","Sporting Goods","11992","#98df8a",
"2019-01-01","AXA","Financial Services","11830","#ffbb78",
"2019-01-01","HSBC","Financial Services","11816","#aec7e8",
"2019-01-01","Starbucks","Restaurants","11798","#ffbb78",
"2019-01-01","Philips","Electronics","11661","#ff7f0e",
"2019-01-01","Porsche","Automotive","11652","#f7b6d2",
"2019-01-01","L'Or?al","FMCG","11589","#d62728",
"2019-01-01","Nissan","Automotive","11502","#ff9896",
"2019-01-01","Goldman Sachs","Financial Services","11352","#1f77b4",
"2019-01-01","HP","Electronics","10891","#98df8a",
"2019-01-01","Visa","Financial Services","10756","#dbdb8d",
"2019-01-01","Sony","Electronics","10514","#c7c7c7",
"2019-01-01","Kellogg's","FMCG","10419","#98df8a",
"2019-01-01","Siemens","Diversified","10259","#dbdb8d",
"2019-01-01","Danone","FMCG","9915","#8c564b",
"2019-01-01","Nestl?","FMCG","9534","#9467bd",
"2019-01-01","Canon","Electronics","9482","#ff7f0e",
"2019-01-01","Mastercard","Financial Services","9430","#ff9896",
"2019-01-01","Dell","Electronics","9086","#7f7f7f",
"2019-01-01","3M","Diversified","9035","#17becf",
"2019-01-01","Netflix","Media","8963","#7f7f7f",
"2019-01-01","Colgate","FMCG","8824","#17becf",
"2019-01-01","Banco Santander","Financial Services","8521","#9467bd",
"2019-01-01","Cartier","Luxury","8192","#9edae5",
"2019-01-01","Morgan Stanley","Financial Services","8185","#1f77b4",
"2019-01-01","Salesforce.com","Business Services","8004","#bcbd22",
"2019-01-01","Hewlett Packard Enterprise","Business Services","7909","#9467bd",
"2019-01-01","PayPal","Financial Services","7604","#ff7f0e",
"2019-01-01","FedEx","Logistics","6998","#c5b0d5",
"2019-01-01","Huawei","Technology","6887","#dbdb8d",
"2019-01-01","LEGO","FMCG","6884","#1f77b4",
"2019-01-01","Caterpillar","Diversified","6791","#e377c2",
"2019-01-01","Ferrari","Automotive","6458","#f7b6d2",
"2019-01-01","Kia","Automotive","6428","#98df8a",
"2019-01-01","Corona","Alcohol","6369","#7f7f7f",
"2019-01-01","Jack Daniel's","Alcohol","6347","#bcbd22",
"2019-01-01","Panasonic","Electronics","6189","#ff9896",
"2019-01-01","Dior","Luxury","6045","#8c564b",
"2019-01-01","DHL","Logistics","5987","#f7b6d2",
"2019-01-01","John Deere","Diversified","5883","#17becf",
"2019-01-01","Land Rover","Automotive","5855","#c7c7c7",
"2019-01-01","Johnson & Johnson","FMCG","5720","#7f7f7f",
"2019-01-01","Uber","Technology","5714","#ffbb78",
"2019-01-01","Heineken","Alcohol","5626","#d62728",
"2019-01-01","Nintendo","Electronics","5550","#dbdb8d",
"2019-01-01","MINI","Automotive","5532","#2ca02c",
"2019-01-01","Discovery","Media","5525","#c5b0d5",
"2019-01-01","Spotify","Media","5516","#17becf",
"2019-01-01","KFC","Restaurants","5509","#9467bd",
"2019-01-01","Tiffany & Co.","Luxury","5335","#98df8a",
"2019-01-01","Hennessy","Alcohol","5297","#98df8a",
"2019-01-01","Burberry","Luxury","5205","#17becf",
"2019-01-01","Shell","Energy","5105","#9edae5",
"2019-01-01","LinkedIn","Media","4836","#98df8a",
"2019-01-01","Harley-Davidson","Automotive","4793","#d62728",
"2019-01-01","Prada","Luxury","4781","#bcbd22",
"2018-01-01","Apple","Technology","214480","#c49c94",
"2018-01-01","Google","Technology","155506","#2ca02c",
"2018-01-01","Amazon","Technology","100764","#7f7f7f",
"2018-01-01","Microsoft","Technology","92715","#ff7f0e",
"2018-01-01","Coca-Cola","Beverages","66341","#1f77b4",
"2018-01-01","Samsung","Technology","59890","#2ca02c",
"2018-01-01","Toyota","Automotive","53404","#c5b0d5",
"2018-01-01","Mercedes-Benz","Automotive","48601","#ffbb78",
"2018-01-01","Facebook","Technology","45168","#ffbb78",
"2018-01-01","McDonald's","Restaurants","43417","#bcbd22",
"2018-01-01","Intel","Technology","43293","#d62728",
"2018-01-01","IBM","Business Services","42972","#2ca02c",
"2018-01-01","BMW","Automotive","41006","#2ca02c",
"2018-01-01","Disney","Media","39874","#7f7f7f",
"2018-01-01","Cisco","Business Services","34575","#ff9896",
"2018-01-01","GE","Diversified","32757","#8c564b",
"2018-01-01","Nike","Sporting Goods","30120","#17becf",
"2018-01-01","Louis Vuitton","Luxury","28152","#ff9896",
"2018-01-01","Oracle","Business Services","26133","#f7b6d2",
"2018-01-01","Honda","Automotive","23682","#9edae5",
"2018-01-01","SAP","Business Services","22885","#dbdb8d",
"2018-01-01","Pepsi","Beverages","20798","#c5b0d5",
"2018-01-01","Chanel","Luxury","20005","#ffbb78",
"2018-01-01","American Express","Financial Services","19139","#dbdb8d",
"2018-01-01","Zara","Apparel","17712","#9467bd",
"2018-01-01","J.P. Morgan","Financial Services","17567","#ff7f0e",
"2018-01-01","IKEA","Retail","17458","#9edae5",
"2018-01-01","Gillette","FMCG","16864","#f7b6d2",
"2018-01-01","UPS","Logistics","16849","#ff7f0e",
"2018-01-01","H&M","Apparel","16826","#ff9896",
"2018-01-01","Pampers","FMCG","16617","#aec7e8",
"2018-01-01","Herm?s","Luxury","16372","#ffbb78",
"2018-01-01","Budweiser","Alcohol","15627","#8c564b",
"2018-01-01","Accenture","Business Services","14214","#2ca02c",
"2018-01-01","Ford","Automotive","13995","#e377c2",
"2018-01-01","Hyundai","Automotive","13535","#8c564b",
"2018-01-01","NESCAF?","Beverages","13053","#ff7f0e",
"2018-01-01","eBay","Retail","13017","#c49c94",
"2018-01-01","Gucci","Luxury","12942","#d62728",
"2018-01-01","Nissan","Automotive","12213","#ff9896",
"2018-01-01","Volkswagen","Automotive","12201","#aec7e8",
"2018-01-01","Audi","Automotive","12187","#c7c7c7",
"2018-01-01","Philips","Electronics","12104","#ff7f0e",
"2018-01-01","Goldman Sachs","Financial Services","11769","#1f77b4",
"2018-01-01","Citi","Financial Services","11577","#c49c94",
"2018-01-01","HSBC","Financial Services","11208","#aec7e8",
"2018-01-01","AXA","Financial Services","11118","#ffbb78",
"2018-01-01","L'Or?al","FMCG","11102","#d62728",
"2018-01-01","Allianz","Financial Services","10821","#98df8a",
"2018-01-01","adidas","Sporting Goods","10772","#98df8a",
"2018-01-01","Adobe","Business Services","10748","#1f77b4",
"2018-01-01","Porsche","Automotive","10707","#f7b6d2",
"2018-01-01","Kellogg's","FMCG","10634","#98df8a",
"2018-01-01","HP","Electronics","10433","#98df8a",
"2018-01-01","Canon","Electronics","10380","#ff7f0e",
"2018-01-01","Siemens","Diversified","10132","#dbdb8d",
"2018-01-01","Starbucks","Restaurants","9615","#ffbb78",
"2018-01-01","Danone","FMCG","9533","#8c564b",
"2018-01-01","Sony","Electronics","9316","#c7c7c7",
"2018-01-01","3M","Diversified","9104","#17becf",
"2018-01-01","Visa","Financial Services","9021","#dbdb8d",
"2018-01-01","Nestl?","FMCG","8938","#9467bd",
"2018-01-01","Morgan Stanley","Financial Services","8802","#1f77b4",
"2018-01-01","Colgate","FMCG","8659","#17becf",
"2018-01-01","Hewlett Packard Enterprise","Business Services","8157","#9467bd",
"2018-01-01","Netflix","Media","8111","#7f7f7f",
"2018-01-01","Cartier","Luxury","7646","#9edae5",
"2018-01-01","Huawei","Technology","7578","#dbdb8d",
"2018-01-01","Banco Santander","Financial Services","7547","#9467bd",
"2018-01-01","Mastercard","Financial Services","7545","#ff9896",
"2018-01-01","Kia","Automotive","6925","#98df8a",
"2018-01-01","FedEx","Logistics","6890","#c5b0d5",
"2018-01-01","PayPal","Financial Services","6621","#ff7f0e",
"2018-01-01","LEGO","FMCG","6533","#1f77b4",
"2018-01-01","Salesforce.com","Business Services","6432","#bcbd22",
"2018-01-01","Panasonic","Electronics","6293","#ff9896",
"2018-01-01","Johnson & Johnson","FMCG","6231","#7f7f7f",
"2018-01-01","Land Rover","Automotive","6221","#c7c7c7",
"2018-01-01","DHL","Logistics","5881","#f7b6d2",
"2018-01-01","Ferrari","Automotive","5760","#f7b6d2",
"2018-01-01","Discovery","Media","5755","#c5b0d5",
"2018-01-01","Caterpillar","Diversified","5730","#e377c2",
"2018-01-01","Tiffany & Co.","Luxury","5642","#98df8a",
"2018-01-01","Jack Daniel's","Alcohol","5641","#bcbd22",
"2018-01-01","Corona","Alcohol","5517","#7f7f7f",
"2018-01-01","KFC","Restaurants","5481","#9467bd",
"2018-01-01","Heineken","Alcohol","5393","#d62728",
"2018-01-01","John Deere","Diversified","5375","#17becf",
"2018-01-01","Shell","Energy","5276","#9edae5",
"2018-01-01","MINI","Automotive","5254","#2ca02c",
"2018-01-01","Dior","Luxury","5223","#8c564b",
"2018-01-01","Spotify","Media","5176","#17becf",
"2018-01-01","Harley-Davidson","Automotive","5161","#d62728",
"2018-01-01","Burberry","Luxury","4989","#17becf",
"2018-01-01","Prada","Luxury","4812","#bcbd22",
"2018-01-01","Sprite","Beverages","4733","#d62728",
"2018-01-01","Johnnie Walker","Alcohol","4731","#e377c2",
"2018-01-01","Hennessy","Alcohol","4722","#98df8a",
"2018-01-01","Nintendo","Electronics","4696","#dbdb8d",
"2018-01-01","Subaru","Automotive","4214","#aec7e8",
"2017-01-01","Apple","Technology","184154","#c49c94",
"2017-01-01","Google","Technology","141703","#2ca02c",
"2017-01-01","Microsoft","Technology","79999","#ff7f0e",
"2017-01-01","Coca-Cola","Beverages","69733","#1f77b4",
"2017-01-01","Amazon","Technology","64796","#7f7f7f",
"2017-01-01","Samsung","Technology","56249","#2ca02c",
"2017-01-01","Toyota","Automotive","50291","#c5b0d5",
"2017-01-01","Facebook","Technology","48188","#ffbb78",
"2017-01-01","Mercedes-Benz","Automotive","47829","#ffbb78",
"2017-01-01","IBM","Business Services","46829","#2ca02c",
"2017-01-01","GE","Diversified","44208","#8c564b",
"2017-01-01","McDonald's","Restaurants","41533","#bcbd22",
"2017-01-01","BMW","Automotive","41521","#2ca02c",
"2017-01-01","Disney","Media","40772","#7f7f7f",
"2017-01-01","Intel","Technology","39459","#d62728",
"2017-01-01","Cisco","Business Services","31930","#ff9896",
"2017-01-01","Oracle","Business Services","27466","#f7b6d2",
